url,status,depth,local_html
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/journal",404,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/pace gallery,pace seoul,james turrell,james turrell seoul,james turrell wedgework,james turrell south korea,rodan crater",0,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/pacelive",404,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/publishing",404,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/website",404,1,""
"https://www.pacegallery.com/exhibitions/james-turrell-the-return/width=device-width, initial-scale=1, viewport-fit=cover",0,1,""
"https://www.pacegallery.com/journal/lawrence-weiner-estate-heami-lee-collaboration/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/journal_lawrence-weiner-estate-heami-lee-collaboration.html"
"https://www.pacegallery.com/journal/lee-kun-yong-striking-a-match/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/journal_lee-kun-yong-striking-a-match.html"
"https://www.pacegallery.com/journal/sam-gilliam-kenneth-noland-celebrating-color/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/journal_sam-gilliam-kenneth-noland-celebrating-color.html"
"https://www.pacegallery.com/media/documents/turrell_web_banner_HD.mp4",200,1,""
"https://www.pacegallery.com/reservations/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/reservations.html"
"https://www.pacegallery.com/exhibitions/-bending-light/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_-bending-light.html"
"https://www.pacegallery.com/exhibitions/50-years-at-pace/",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_50-years-at-pace.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=acaye-kerunen",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_acaye-kerunen.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=acconci-studio",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_acconci-studio.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=adam-pendleton",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_adam-pendleton.html"
"https://www.pacegallery.com/exhibitions/artist/jr/?artist=adolph-gottlieb",200,1,"/Users/amol/Downloads/art_party_artists_v2/html/www.pacegallery.com/exhibitions_artist_jr__q_artist_adolph-gottlieb.html"
